題項代碼,題組,問卷,題幹（英文原文）,題目（英文原文）,選項（依序）,對應構念,Annex B 表,臺灣各選項%,OECD各選項%
SC190Q02JA,SC190,學校問卷,Do the following statements apply to your school?,The use of <cell phones> is not allowed on the school premises.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School policies on the use of digital devices,Table I.B1.4.47,Yes=43.32 | No=56.68,Yes=49.45 | No=50.55
SC190Q05JA,SC190,學校問卷,Do the following statements apply to your school?,The school has formal guidelines for the use of digital devices for teaching and learning in specific subjects.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School policies on the use of digital devices,Table I.B1.4.47,Yes=79.98 | No=20.02,Yes=71.19 | No=28.81
SC190Q06JA,SC190,學校問卷,Do the following statements apply to your school?,Teachers establish rules for when students may use digital devices during lessons.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School policies on the use of digital devices,Table I.B1.4.47,Yes=96.9 | No=3.1,Yes=94.98 | No=5.02
SC190Q07JA,SC190,學校問卷,Do the following statements apply to your school?,Teachers establish rules in collaboration with students about their use of <digital resources> at school or in class.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School policies on the use of digital devices,Table I.B1.4.47,Yes=86.38 | No=13.62,Yes=68.48 | No=31.52
SC190Q08JA,SC190,學校問卷,Do the following statements apply to your school?,The school has a specific programme to prepare students for responsible internet behaviour.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School policies on the use of digital devices,Table I.B1.4.47,Yes=74.14 | No=25.86,Yes=62.48 | No=37.52
SC190Q09JA,SC190,學校問卷,Do the following statements apply to your school?,The school has a specific policy about using social networks (e.g. <Facebook®>) in teaching and learning.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School policies on the use of digital devices,Table I.B1.4.47,Yes=60.86 | No=39.14,Yes=53.48 | No=46.52
SC190Q10JA,SC190,學校問卷,Do the following statements apply to your school?,The school has a specific programme to promote collaboration on the use of digital devices among teachers.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School policies on the use of digital devices,Table I.B1.4.47,Yes=83.26 | No=16.74,Yes=49.19 | No=50.81
SC190Q11JA,SC190,學校問卷,Do the following statements apply to your school?,"The school has a scheduled time for teachers to meet to share, evaluate or develop instructional materials and approaches that employ digital devices.",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School policies on the use of digital devices,Table I.B1.4.47,Yes=90.87 | No=9.13,Yes=54.52 | No=45.48
SC192Q01JA,SC192,學校問卷,"During <the last academic year>, how often has the school staff done each of the following?",Invited parents or guardians to volunteer for school activities,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School encouragement of parent or guardian involvement,Table I.B1.4.127,Never or almost never=15.58 | A few times a year=65.57 | A few times a month=13.07 | Once a week or more=5.79,Never or almost never=23.92 | A few times a year=66.15 | A few times a month=8.58 | Once a week or more=1.35
SC192Q02JA,SC192,學校問卷,"During <the last academic year>, how often has the school staff done each of the following?",Initiated communications with parents or guardians about school programmes,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School encouragement of parent or guardian involvement,Table I.B1.4.127,Never or almost never=4.84 | A few times a year=67.34 | A few times a month=23.88 | Once a week or more=3.94,Never or almost never=13.93 | A few times a year=58.79 | A few times a month=20.06 | Once a week or more=7.22
SC192Q03JA,SC192,學校問卷,"During <the last academic year>, how often has the school staff done each of the following?",Initiated communications with parents or guardians about their child’s progress,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School encouragement of parent or guardian involvement,Table I.B1.4.127,Never or almost never=0.49 | A few times a year=37.52 | A few times a month=40.62 | Once a week or more=21.37,Never or almost never=1.02 | A few times a year=52.95 | A few times a month=34.72 | Once a week or more=11.31
SC192Q04JA,SC192,學校問卷,"During <the last academic year>, how often has the school staff done each of the following?",Included parents or guardians in making school decisions,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School encouragement of parent or guardian involvement,Table I.B1.4.127,Never or almost never=11.44 | A few times a year=74.0 | A few times a month=11.89 | Once a week or more=2.68,Never or almost never=21.2 | A few times a year=66.84 | A few times a month=10.45 | Once a week or more=1.51
SC192Q05JA,SC192,學校問卷,"During <the last academic year>, how often has the school staff done each of the following?",Provided information to parents or guardians about how to help students with homework and other curriculum-related activities,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School encouragement of parent or guardian involvement,Table I.B1.4.127,Never or almost never=2.16 | A few times a year=40.22 | A few times a month=39.11 | Once a week or more=18.51,Never or almost never=6.83 | A few times a year=55.66 | A few times a month=29.03 | Once a week or more=8.48
