代碼,問卷,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
TC020Q02NA,教師問卷,TC020,,,,"During the last 12 months, did you participate in any of the following activities?",,Participation in a network of teachers formed specifically for the professional development of teachers,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC020Q03NA,教師問卷,TC020,,,,"During the last 12 months, did you participate in any of the following activities?",,Individual or collaborative research on a topic of interest to you professionally,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC020Q04NA,教師問卷,TC020,,,,"During the last 12 months, did you participate in any of the following activities?",,"Mentoring and/or peer observation and coaching, as part of a formal school arrangement",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC020Q05NA,教師問卷,TC020,,,,"During the last 12 months, did you participate in any of the following activities?",,"Reading professional literature (e.g. journals, evidence-based papers, thesis papers)",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC020Q07JA,教師問卷,TC020,,,,"During the last 12 months, did you participate in any of the following activities?",,"Course, workshop, or conference on teaching methods",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC020Q08JA,教師問卷,TC020,,,,"During the last 12 months, did you participate in any of the following activities?",,"Course, workshop, or conference relevant to your subject-matter field",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC020Q09JA,教師問卷,TC020,,,,"During the last 12 months, did you participate in any of the following activities?",,Observation visits to other schools,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC020Q11JA,教師問卷,TC020,,,,"During the last 12 months, did you participate in any of the following activities?",,Listening to or watching recorded seminars or online courses (e.g. <MOOCs>) about the use of <digital resources> for teaching,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC020Q14JA,教師問卷,TC020,,,,"During the last 12 months, did you participate in any of the following activities?",,Learning new pedagogical or instructional approaches with <digital resources>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC021Q01NA,教師問卷,TC021,,,,Are you required to take part in professional development activities?,,Are you required to take part in professional development activities?,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC033Q04NA,教師問卷,TC033,,,,To what extent can (or could) you do the following?,,Design experiments and hands-on activities for <inquiry-based learning>,Not at all | Very little | To some extent | To a large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC033Q05NA,教師問卷,TC033,,,,To what extent can (or could) you do the following?,,Assign tailored tasks to the weakest as well as to the best students,Not at all | Very little | To some extent | To a large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC033Q06NA,教師問卷,TC033,,,,To what extent can (or could) you do the following?,,Use a variety of assessment strategies,Not at all | Very little | To some extent | To a large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC033Q08NA,教師問卷,TC033,,,,To what extent can (or could) you do the following?,,Facilitate a discussion among students on how to interpret experimental findings,Not at all | Very little | To some extent | To a large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC034Q01NA,教師問卷,TC034,,,,To what extent can (or could) you do the following?,,Explain a complex scientific concept to a fellow teacher,Not at all | Very little | To some extent | To a large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC034Q06NA,教師問卷,TC034,,,,To what extent can (or could) you do the following?,,"Explain the links between biology, physics and chemistry",Not at all | Very little | To some extent | To a large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC034Q09DA,教師問卷,TC034,,,,To what extent can (or could) you do the following?,,Explain the causes of climate change,Not at all | Very little | To some extent | To a large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC034Q10DA,教師問卷,TC034,,,,To what extent can (or could) you do the following?,,Explain the effects of climate change,Not at all | Very little | To some extent | To a large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC037Q01NA,教師問卷,TC037,,,,How often do these things happen in your <school science> lessons?,,Students are asked to draw conclusions from an experiment they have conducted.,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC037Q02NA,教師問卷,TC037,,,,How often do these things happen in your <school science> lessons?,,Students are given opportunities to explain their ideas.,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC037Q03NA,教師問卷,TC037,,,,How often do these things happen in your <school science> lessons?,,I explain scientific ideas.,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC037Q04NA,教師問卷,TC037,,,,How often do these things happen in your <school science> lessons?,,A small group discussion between students takes place.,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC037Q05NA,教師問卷,TC037,,,,How often do these things happen in your <school science> lessons?,,A whole class discussion takes place in which I participate.,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
